quote|author|category
The great art of films does not consist of descriptive movement of face and body but in the movements of thought and soul transmitted in a kind of intense isolation.|Louise Brooks|['art']
The great art of life is sensation, to feel that we exist, even in pain.|Lord Byron|['art', 'great']
The great city is that which has the greatest man or woman: if it be a few ragged huts, it is still the greatest city in the whole world.|Walt Whitman|['great']
The great constitutional corrective in the hands of the people against usurpation of power, or corruption by their agents is the right of suffrage and this when used with calmness and deliberation will prove strong enough.|Andrew Jackson|['great', 'power']
The great corporations of this country were not founded by ordinary people. They were founded by people with extraordinary intelligence, ambition, and aggressiveness.|Daniel Patrick Moynihan|['intelligence']
The great defense against the air menace is to attack the enemy's aircraft as near as possible to their point of departure.|Winston Churchill|['great']
The great end of life is not knowledge but action.|Francis Bacon|['great', 'knowledge']
The great enemy of clear language is insincerity. When there is a gap between one's real and one's declared aims, one turns, as it were, instinctively to long words and exhausted idioms, like a cuttlefish squirting out ink.|George Orwell|['great']
The great fun in my life has been getting up every morning and rushing to the typewriter because some new idea has hit me.|Ray Bradbury|['great', 'morning']
The great gift of Easter is hope - Christian hope which makes us have that confidence in God, in his ultimate triumph, and in his goodness and love, which nothing can shake.|Basil Hume|['god', 'great', 'hope', 'love', 'easter']
The great hope of society is in individual character.|William Ellery Channing|['hope', 'society']
The great increase of our population throughout the Union will alone produce an important effect, and in no quarter will it be so sensibly felt as in those in contemplation.|James Monroe|['alone']
The great instrument of moral good is the imagination.|Percy Bysshe Shelley|['imagination']
The great living experience for every man is his adventure into the woman. The man embraces in the woman all that is not himself, and from that one resultant, from that embrace, comes every new action.|David Herbert Lawrence|['experience']
The great man is he who does not lose his child's-heart.|Mencius|['great']
The great moments of rock 'n' roll were never off in some corner of the music world, in a self-constructed ghetto.|Bono|['music']
The great nations have always acted like gangsters, and the small nations like prostitutes.|Stanley Kubrick|['great']
The great object is that every man be armed.|Patrick Henry|['great']
The great proof of madness is the disproportion of one's designs to one's means.|Napoleon Bonaparte|['great']
The great question is not whether you have failed, but whether you are content with failure.|Laurence J. Peter|['failure']
The great question that has never been answered, and which I have not yet been able to answer, despite my thirty years of research into the feminine soul, is 'What does a woman want?'|Sigmund Freud|['great']
The great questions of the day will not be settled by means of speeches and majority decisions but by iron and blood.|Otto von Bismarck|['great']
The great rule of moral conduct is next to God, respect time.|Johann Kaspar Lavater|['respect']
The great secret of a successful marriage is to treat all disasters as incidents and none of the incidents as disasters.|Harold Nicolson|['marriage']
The great secret of success is to go through life as a man who never gets used up.|Albert Schweitzer|['great', 'success']
The great strength of the totalitarian state is that it forces those who fear it to imitate it.|Adolf Hitler|['strength']
The great thing about getting older is that you don't lose all the other ages you've been.|Madeleine L'Engle|['great']
The great use of life is to spend it for something that will outlast it.|William James|['great', 'life']
The great work must inevitably be obscure, except to the very few, to those who like the author himself are initiated into the mysteries. Communication then is secondary: it is perpetuation which is important. For this only one good reader is necessary.|Henry Miller|['communication', 'work']
